id,section,domain,keywords,language,title,speaker,channel,format,durationMinutes,url,platform,viewCount,sourceTier,recommendation,status,collectedOn,notes,videoId,focusArea,publishedAt,subtitleLanguages,subtitleTracks,subtitlesVerified,subtitleVerificationScope,metadataVerifiedVia,metadataVerificationStatus,lastVerifiedAt,lastVerificationAttemptAt,metadataVerificationError,publishedAtVerified,seriesId,seriesTitle,seriesOrder
ST-597,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 F25 | Multi-Agent Systems in Era of LLMs by Oriol Vinyals,Oriol Vinyals,Berkeley RDI,Course Lecture,59,https://www.youtube.com/watch?v=ntjOxjZMaac,YouTube,8626,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Oriol Vinyals (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 3 in UC Berkeley Agentic AI MOOC — Fall 2025.",ntjOxjZMaac,Agent,2025-11-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,3
ST-598,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Practical Lessons from Deploying...by Clay Bavor,Clay Bavor,Berkeley RDI,Course Lecture,47,https://www.youtube.com/watch?v=sfJM4LaiYsM,YouTube,9367,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Clay Bavor (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 4 in UC Berkeley Agentic AI MOOC — Fall 2025.",sfJM4LaiYsM,Agent,2025-11-11,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,4
ST-599,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | AI Agents to Automate Science by James Zou,James Zou,Berkeley RDI,Course Lecture,61,https://www.youtube.com/watch?v=yqPIsTTdUkc,YouTube,7123,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by James Zou (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 5 in UC Berkeley Agentic AI MOOC — Fall 2025.",yqPIsTTdUkc,Agent,2025-11-03,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,5
ST-600,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Predictable Noise in LLM Benchmarks by Sida Wang,Sida Wang,Berkeley RDI,Course Lecture,44,https://www.youtube.com/watch?v=HV8pugcFVO0,YouTube,4325,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Sida Wang (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 6 in UC Berkeley Agentic AI MOOC — Fall 2025.",HV8pugcFVO0,Agent,2025-10-28,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,6
ST-601,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Multi-Agent AI by Noam Brown,Noam Brown,Berkeley RDI,Course Lecture,55,https://www.youtube.com/watch?v=SrLcGdVOb9w,YouTube,9593,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Noam Brown (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 7 in UC Berkeley Agentic AI MOOC — Fall 2025.",SrLcGdVOb9w,Agent,2025-10-20,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,7
ST-602,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Training Agentic Models by Weizhu Chen,Weizhu Chen,Berkeley RDI,Course Lecture,65,https://www.youtube.com/watch?v=xNxrBHZPDvM,YouTube,6896,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Weizhu Chen (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 8 in UC Berkeley Agentic AI MOOC — Fall 2025.",xNxrBHZPDvM,Agent,2025-10-17,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,8
ST-603,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Post-Training Verifiable Agents by Jiantao Jiao,Jiantao Jiao,Berkeley RDI,Course Lecture,77,https://www.youtube.com/watch?v=3l0Zxus34es,YouTube,11342,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Jiantao Jiao (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 9 in UC Berkeley Agentic AI MOOC — Fall 2025.",3l0Zxus34es,Agent,2025-10-03,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,9
ST-604,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | Evolution of System Designs by Yangqing Jia,Yangqing Jia,Berkeley RDI,Course Lecture,80,https://www.youtube.com/watch?v=xqRAS6rAouo,YouTube,15426,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Yangqing Jia (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 10 in UC Berkeley Agentic AI MOOC — Fall 2025.",xqRAS6rAouo,Agent,2025-09-26,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,10
ST-605,Course,Agents / Tool Use / Reasoning,Agentic AI; Multi-Agent Systems; Reasoning; Agent Training; Agent Evaluation,English,Agentic AI MOOC | UC Berkeley CS294-196 Fall 2025 | LLM Agents Overview by Yann Dubois,Yann Dubois,Berkeley RDI,Course Lecture,118,https://www.youtube.com/watch?v=r1qZpYAmqmg,YouTube,33036,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Yann Dubois (Berkeley RDI) covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 11 in UC Berkeley Agentic AI MOOC — Fall 2025.",r1qZpYAmqmg,Agent,2025-09-29,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,berkeley-agentic-ai-mooc-fall-2025,UC Berkeley Agentic AI MOOC — Fall 2025,11
ST-606,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 2: Robot Control & Markov Decision Processes | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,46,https://www.youtube.com/watch?v=5-Bb84eTTqQ,YouTube,8115,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 2 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,5-Bb84eTTqQ,Robotics,2026-05-22,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,2
ST-607,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 3: Imitation Learning | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,51,https://www.youtube.com/watch?v=Ef4R5s1LqoQ,YouTube,5258,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 3 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,Ef4R5s1LqoQ,Robotics,2026-05-27,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,3
ST-608,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 4: Reinforcement Learning I | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,53,https://www.youtube.com/watch?v=90raNpc11tQ,YouTube,3356,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 4 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,90raNpc11tQ,Robotics,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,4
ST-609,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 5: Reinforcement Learning II | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,52,https://www.youtube.com/watch?v=AdTGz8YnnlE,YouTube,1884,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 5 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,AdTGz8YnnlE,Robotics,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,5
ST-610,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 6: Generative Models | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,51,https://www.youtube.com/watch?v=qd6Ldsuu46I,YouTube,1908,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 6 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,qd6Ldsuu46I,Robotics,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,6
ST-611,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 7: Sequence Modeling & Transformers | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,55,https://www.youtube.com/watch?v=imSTfMJjp7M,YouTube,1486,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 7 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,imSTfMJjp7M,Robotics,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,7
ST-612,Course,World Models,World Models; Robot Learning; Planning; Embodied AI,English,Robot Learning 2026 – Lecture 8: World Models | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,72,https://www.youtube.com/watch?v=cTTmUZlOF2s,YouTube,2300,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering world models. Core selection for the World Model shelf; lecture 8 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,cTTmUZlOF2s,World Model,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,8
ST-613,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 9: Generalist Robot Policies | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,63,https://www.youtube.com/watch?v=dtofzDY9zuo,YouTube,1388,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 9 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,dtofzDY9zuo,Robotics,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,9
ST-614,Course,Agents / Tool Use / Reasoning,Embodied Reasoning; Test-time Scaling; Robot Learning; Agents,English,Robot Learning 2026 – Lecture 10: Embodied Reasoning and Test-time Scaling | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,56,https://www.youtube.com/watch?v=CxhrjQuGEuE,YouTube,1076,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,"Course lecture by Oier Mees covering agents, tool use, and reasoning. Core selection for the Agent shelf; lecture 10 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.",CxhrjQuGEuE,Agent,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,10
ST-615,Course,Robotics,Robot Learning; Embodied AI; Reinforcement Learning; Robot Policies,English,Robot Learning 2026 – Lecture 11: Frontier & Open Problems | ETH Zürich,Oier Mees,Oier Mees,Course Lecture,62,https://www.youtube.com/watch?v=eL4lcy1KNzE,YouTube,2264,A | Official / Original Creator / Organizer,Core,Verified,2026-08-15,Course lecture by Oier Mees covering robotics. Core selection for the Robotics shelf; lecture 11 in ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026.,eL4lcy1KNzE,Robotics,2026-05-30,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,eth-robot-learning-spring-2026,ETH Zürich Robot Learning: From Fundamentals to Foundation Models — Spring 2026,11
ST-616,Course,Deep Reinforcement Learning,Reinforcement Learning; Dynamic Programming; Policy Learning; Deep Learning,English,DeepMind x UCL RL Lecture Series - Introduction to Reinforcement Learning [1/13],DeepMind and UCL course team,Google DeepMind,Course Lecture,90,https://www.youtube.com/watch?v=TCCjZe0y4Qc,YouTube,391919,A | Official / Original Creator / Organizer,Recommended,Verified,2026-08-15,Course lecture from Google DeepMind covering deep reinforcement learning. Recommended pick in the ScholarTube catalog; lecture 1 in DeepMind × UCL Reinforcement Learning Lecture Series — 2021 (~392k views).,TCCjZe0y4Qc,Other,2021-09-09,,,false,blocked by YouTube anti-bot verification on this network,YouTube privacy-enhanced embed player metadata,Partial,2026-08-15,2026-08-15,,true,deepmind-ucl-rl-2021,DeepMind × UCL Reinforcement Learning Lecture Series — 2021,1
